N,P,K,temperature,humidity,pH,rainfall,label
85,56,91,19.14915,70.54107,7.493287,145.063,bottle gourd
93,40,99,19.9486,82.96599,7.138997,125.5098,bottle gourd
84,68,66,24.63632,87.47171,7.01159,198.7642,bottle gourd
83,79,63,22.64465,76.66093,7.253903,165.6529,bottle gourd
90,66,74,18.16185,83.11819,6.836619,186.8364,bottle gourd
119,58,99,29.11619,82.19349,6.595797,124.6074,bottle gourd
94,40,84,19.49367,86.96914,6.828891,187.7914,bottle gourd
95,80,72,27.6786,73.35801,7.435077,193.4109,bottle gourd
97,42,98,28.94101,73.91202,7.114325,148.7714,bottle gourd
104,46,97,23.76384,88.53617,7.036963,195.9129,bottle gourd
102,80,100,18.67025,75.84702,6.953657,102.6622,bottle gourd
119,43,83,19.55755,76.20123,6.731796,171.8656,bottle gourd
117,77,89,21.05587,80.36663,7.306081,188.3808,bottle gourd
105,52,61,20.43986,77.20603,6.871379,180.6068,bottle gourd
126,56,70,20.90022,88.17601,6.584557,71.41761,brinjal
138,74,96,28.96544,85.66288,6.699586,71.26651,brinjal
129,62,60,28.25327,90.5104,6.834362,75.11581,brinjal
112,61,93,21.41158,89.75987,6.518799,98.53676,brinjal
116,72,56,29.34463,88.36994,7.422114,91.95024,brinjal
116,71,73,21.18159,90.15127,6.8841,92.31398,brinjal
128,79,56,20.14947,90.76109,6.976012,82.31018,brinjal
138,52,77,28.34399,86.16285,6.913117,96.84455,brinjal
128,67,88,27.99895,85.83411,6.805853,76.31537,brinjal
100,51,64,20.0089,86.28031,7.408481,75.03535,brinjal
101,51,92,20.49397,85.67158,7.01536,95.47975,brinjal
134,58,87,23.84632,91.80855,6.82162,73.16163,brinjal
143,62,74,22.84374,85.11293,7.307751,99.27567,brinjal
134,58,74,20.26051,91.92201,6.813087,76.16656,brinjal
124,52,52,26.76762,86.64022,7.219906,88.27562,brinjal
147,77,54,27.57974,87.48593,6.991707,75.62924,brinjal
126,51,61,23.58406,91.9888,7.05021,83.68005,brinjal
135,62,82,20.68163,88.3741,7.482651,94.10597,brinjal
102,55,59,24.94837,91.38496,6.891298,93.64809,brinjal
148,69,79,26.5382,86.91386,6.812495,89.84612,brinjal
102,66,65,26.32169,87.81678,6.908298,73.55608,brinjal
147,57,58,22.29888,89.31266,7.093821,82.80367,brinjal
125,71,88,24.43342,86.22873,7.354995,90.92286,brinjal
122,65,96,22.41453,85.76591,7.471196,95.46063,brinjal
114,59,66,23.32974,91.70098,6.896926,94.88319,brinjal
104,57,65,24.02151,87.0147,7.481614,70.71614,brinjal
125,51,89,23.86207,89.63945,7.256993,79.29839,brinjal
137,69,65,23.29727,88.56095,7.237505,96.14528,brinjal
129,57,96,23.65611,86.0351,6.569956,96.34294,brinjal
111,77,60,28.02466,87.3982,7.087561,82.31555,brinjal
144,57,50,25.81615,90.48177,6.63539,83.60106,brinjal
106,67,78,23.6656,90.59091,7.362729,76.06754,brinjal
112,72,52,26.13004,91.58239,6.627062,76.69668,brinjal
147,62,98,24.30973,88.1644,7.292739,70.01606,brinjal
105,54,60,26.56342,90.68222,7.413674,72.5086,brinjal
113,79,69,28.36151,90.39297,7.271685,94.79135,brinjal
133,76,99,24.79641,88.04733,7.496191,92.68502,brinjal
108,54,88,28.52778,87.13449,6.969482,71.76299,brinjal
128,73,96,27.22,87.82432,6.561017,85.21569,brinjal
143,53,100,28.54627,86.47301,6.892151,79.12448,brinjal
150,53,59,26.44921,85.65981,7.004666,74.64662,brinjal
141,79,96,26.32267,88.51313,6.783789,76.11532,brinjal
142,63,79,29.19054,85.40385,6.706116,85.02504,brinjal
118,76,75,29.79163,91.13728,7.314127,77.33528,brinjal
140,54,65,26.21888,88.79231,6.723837,72.32897,brinjal
111,53,79,25.35685,91.58544,6.657208,90.15735,brinjal
134,69,76,20.87073,91.52528,7.497326,78.63607,brinjal
136,57,55,29.64446,91.50072,7.240795,77.07133,brinjal
131,75,95,26.8803,91.24025,6.61743,83.76917,brinjal
123,58,90,23.08482,87.47649,7.215721,87.52908,brinjal
117,74,81,20.32893,89.57904,7.220733,98.4398,brinjal
110,70,81,28.00194,90.65605,7.473541,94.14569,brinjal
107,60,83,24.40819,89.95171,7.466648,79.87842,brinjal
118,79,55,26.43736,88.1158,7.270976,97.15875,brinjal
108,60,93,28.6847,85.02423,6.963266,87.09966,brinjal
134,69,72,29.34433,86.87877,6.583579,85.81558,brinjal
139,74,84,25.05099,90.49275,6.512615,83.33131,brinjal
141,50,92,24.50737,90.69394,6.707765,72.07601,brinjal
125,71,57,26.95242,85.95998,7.425643,85.16266,brinjal
115,66,58,29.57163,87.86083,6.986169,83.25643,brinjal
100,71,92,20.71929,85.32949,6.63668,84.9138,brinjal
102,75,91,28.18664,87.88178,6.980175,80.37769,brinjal
102,69,90,25.20392,87.61107,6.965105,98.40861,brinjal
110,72,72,24.26716,91.64041,7.349414,84.24484,brinjal
106,75,89,23.03002,86.8836,6.982512,74.27313,brinjal
101,69,87,23.89472,91.4908,7.319708,85.35867,brinjal
116,58,53,27.70184,89.0263,7.025156,71.94178,brinjal
135,63,68,27.00057,85.08586,7.19285,91.4404,brinjal
130,50,91,27.1563,86.63073,6.875775,89.21539,brinjal
131,78,62,26.2348,85.34255,7.385143,94.89536,brinjal
111,61,69,20.66925,88.74913,6.803513,75.65864,brinjal
131,58,72,20.47964,87.55424,6.887143,94.33353,brinjal
146,68,54,21.29166,89.63514,7.496203,89.41341,brinjal
112,56,77,25.53995,91.23077,7.413369,96.40419,brinjal
131,66,96,26.50622,85.07528,6.553134,71.48527,brinjal
101,69,50,23.07919,89.09093,6.980091,87.67157,brinjal
129,77,99,21.37356,88.92177,6.63129,91.8871,brinjal
118,73,69,23.84063,86.74374,7.365735,77.13931,brinjal
133,65,73,25.94722,87.74929,7.405091,75.31743,brinjal
114,50,85,29.65066,88.49327,7.389238,70.83359,brinjal
138,59,83,20.14288,88.74818,6.746078,81.90408,brinjal
118,67,75,28.12601,88.72599,7.020904,90.16877,brinjal
120,68,91,23.16117,88.6586,6.753214,73.15604,brinjal
132,73,76,25.86214,86.03353,7.352805,80.66561,brinjal
107,73,50,20.50575,87.4023,6.834885,90.78356,brinjal
111,50,60,29.453,89.81098,7.10586,78.76111,brinjal
135,71,98,22.0243,88.61564,6.995322,86.35574,brinjal
148,75,68,27.37504,89.48046,7.084433,82.33654,brinjal
129,54,53,27.10648,87.66376,6.834056,88.96815,brinjal
148,76,78,23.63349,86.8374,7.210821,95.47211,brinjal
116,71,60,27.68089,87.40493,6.930189,85.27032,brinjal
106,51,72,26.11595,90.97267,7.482978,99.14693,brinjal
142,66,59,24.12269,90.47254,7.476735,91.33371,brinjal
150,73,67,25.65401,86.35467,7.00062,80.61451,brinjal
117,71,55,24.01824,90.72637,7.26681,75.25143,brinjal
129,80,77,24.33628,91.36956,6.514612,89.40442,brinjal
115,78,100,29.56914,85.96407,6.693105,71.01151,brinjal
134,59,70,21.74646,86.30317,7.283565,88.98641,brinjal
148,65,77,28.26547,85.00371,6.77575,73.07941,brinjal
135,50,91,27.05946,87.72684,7.07029,87.74515,brinjal
100,72,87,23.24615,90.32338,7.416941,70.52526,brinjal
105,59,72,28.28131,89.49348,6.703173,72.15774,brinjal
114,79,87,29.82969,91.4248,6.972175,76.54773,brinjal
113,77,94,29.77098,87.09869,6.803821,75.41466,brinjal
116,77,79,26.77424,90.71328,7.353772,85.1911,brinjal
105,80,89,28.57928,88.42947,6.524824,81.8995,brinjal
127,62,62,28.51389,89.47337,6.767899,73.02518,brinjal
106,62,100,26.48895,91.84659,7.333415,83.90406,brinjal
117,56,53,22.13129,86.62504,7.278382,97.94516,brinjal
107,69,81,27.92329,89.95739,7.346344,83.1155,brinjal
126,53,94,28.04839,88.82214,6.989283,79.02123,brinjal
144,70,82,24.45095,90.69364,7.094926,70.33421,brinjal
143,61,66,24.96965,88.46204,7.417804,81.07367,brinjal
148,51,90,27.41833,88.72928,7.235755,77.49232,brinjal
124,69,93,20.9105,86.76997,6.930582,72.08494,brinjal
119,61,58,28.16104,86.17588,7.056907,97.66644,brinjal
149,52,98,28.33745,89.84966,6.812257,83.9001,brinjal
130,54,76,29.67668,86.8419,7.310819,81.73714,brinjal
137,69,58,25.3374,85.5828,6.848792,79.67366,brinjal
121,57,60,22.81865,88.48343,7.022297,94.06072,brinjal
149,56,53,25.62344,90.71945,7.16476,99.72916,brinjal
133,79,92,28.6307,86.05965,6.785067,75.05299,brinjal
147,72,95,27.24787,90.17892,6.714126,99.82205,brinjal
106,56,89,23.9259,89.27024,7.433806,85.65592,brinjal
105,70,84,21.36974,89.69022,7.070976,94.78095,brinjal
108,60,96,25.80219,85.0747,6.828548,93.42968,brinjal
125,72,75,27.62097,86.41773,6.816874,94.99121,brinjal
126,55,70,29.68863,90.82605,6.671244,71.08933,brinjal
124,57,82,21.88922,86.48033,6.78018,71.41044,brinjal
111,80,77,21.45817,89.09497,7.069611,85.64691,brinjal
101,74,73,25.6025,88.08426,7.233782,91.83267,brinjal
146,52,87,23.8374,86.73723,6.745534,83.18523,brinjal
123,55,61,24.91196,87.26597,6.726044,83.41742,brinjal
104,71,90,24.55654,85.06411,6.513136,89.48002,brinjal
127,72,81,25.87399,90.30674,7.160412,94.84779,brinjal
107,66,100,20.57474,89.81188,6.785165,92.9855,brinjal
138,73,90,27.09906,86.27722,6.979662,86.41691,brinjal
138,64,72,27.0198,85.70256,6.860722,94.12616,brinjal
140,73,63,29.42329,89.1222,6.751287,99.61616,brinjal
110,74,58,27.97468,87.3677,7.210392,95.27767,brinjal
143,78,82,22.49989,90.84997,6.893399,75.68875,brinjal
125,61,70,26.68041,87.02523,6.861053,92.56763,brinjal
139,57,77,21.07613,91.67202,7.244769,85.92753,brinjal
148,52,85,21.31571,88.29329,7.412865,82.21522,brinjal
138,66,90,26.65449,86.95949,6.72176,78.96916,brinjal
146,70,76,21.7339,89.64579,7.35626,74.18912,brinjal
102,65,85,22.43681,89.14689,7.098411,79.48999,brinjal
110,69,96,24.60417,85.06746,7.4399,71.87525,brinjal
140,51,100,27.49624,88.58328,6.937458,71.35189,brinjal
114,59,70,24.77343,90.91149,6.729164,92.34797,brinjal
110,55,51,27.18923,88.46771,6.996519,84.15554,brinjal
149,52,75,24.05494,86.93193,6.774489,97.14905,brinjal
117,54,73,25.59647,87.23278,7.477156,95.47324,brinjal
112,56,69,27.32816,91.66174,6.946118,92.35224,brinjal
117,65,67,20.45595,91.11993,6.701613,79.93724,brinjal
100,64,62,23.60607,86.37031,7.343512,72.77932,brinjal
104,55,91,20.13748,86.02237,6.510985,89.06243,brinjal
118,63,77,25.97225,89.52522,6.586027,84.16928,brinjal
138,54,96,24.06055,87.73687,7.175274,71.70803,brinjal
134,77,60,27.17134,89.40654,6.540467,79.54474,brinjal
142,55,51,22.99876,91.73032,6.695558,73.36148,brinjal
139,70,98,24.0069,85.79263,6.897637,86.57186,brinjal
130,72,72,26.61333,85.87245,6.770323,75.24969,brinjal
109,64,99,28.35372,91.70677,6.575947,76.41267,brinjal
118,67,54,28.16661,88.15666,7.32461,72.1408,brinjal
144,59,94,23.12514,90.89171,6.932404,88.86642,brinjal
144,72,92,26.08892,91.33618,7.045703,95.25764,brinjal
147,54,57,26.91563,87.73457,7.284318,70.29275,brinjal
132,80,74,27.99383,89.4842,7.136577,70.4713,brinjal
124,70,99,21.90101,88.72976,7.092966,79.2153,brinjal
117,61,99,27.39247,88.23108,7.188917,94.70166,brinjal
138,72,58,25.96919,91.72603,6.814825,78.25892,brinjal
123,72,57,22.2958,88.15039,6.582059,92.52824,brinjal
120,67,88,21.44579,85.73947,6.807598,85.87859,brinjal
114,52,62,22.51071,90.79822,6.531394,87.82556,brinjal
127,52,98,29.09039,86.83676,7.022654,99.44054,brinjal
150,57,97,22.07882,86.78441,7.107513,84.97794,brinjal
107,70,82,28.75049,87.69811,6.726574,80.94095,brinjal
130,69,94,23.7524,90.22683,7.168797,95.87963,brinjal
110,62,73,27.12017,90.56095,6.883674,97.72899,brinjal
148,54,84,27.16481,85.15941,7.313161,87.40485,brinjal
103,52,86,23.68679,87.60523,7.219182,74.12758,brinjal
129,56,91,29.02207,87.1722,6.563214,70.35243,brinjal
145,58,50,25.62367,90.12391,7.056259,90.50174,brinjal
114,61,55,23.74413,86.47644,6.724389,90.6308,brinjal
137,78,55,29.73288,89.60203,6.690319,93.90999,brinjal
138,75,95,27.9796,91.64744,6.799462,81.04519,brinjal
139,54,83,23.38284,90.97924,6.621728,98.1472,brinjal
102,64,55,24.04333,86.66284,6.592632,85.17179,brinjal
106,50,80,22.57131,85.48104,7.240319,88.9142,brinjal
101,50,74,24.4163,91.92619,7.203933,72.18322,brinjal
121,76,74,22.77198,85.88029,6.729998,79.85302,brinjal
102,52,76,20.84004,87.12527,6.570165,71.0336,brinjal
123,52,87,23.49295,89.85429,7.484955,70.56848,brinjal
108,71,92,23.98016,86.04409,6.887316,88.40195,brinjal
100,73,54,24.03916,91.67904,6.884546,95.13014,brinjal
147,62,98,29.63909,89.31445,7.281361,75.03826,brinjal
108,71,77,29.24907,89.37919,6.526047,99.82876,brinjal
102,68,63,25.86884,90.80367,6.906661,90.22274,brinjal
103,50,66,24.18669,85.96077,7.101246,74.78595,brinjal
113,78,85,20.11023,91.15739,7.340379,76.22663,brinjal
121,80,99,20.20218,85.12875,7.309367,79.10527,brinjal
118,51,98,20.88434,91.67104,6.658128,73.57725,brinjal
120,66,63,20.16621,91.6369,6.95686,83.58701,brinjal
147,64,84,21.24685,89.8373,6.513845,97.2847,brinjal
101,65,53,24.76812,88.75075,6.816898,91.87765,brinjal
131,50,94,24.11862,91.40543,6.881063,88.53895,brinjal
134,79,73,28.73568,88.67328,6.793203,98.45095,brinjal
141,52,95,20.07713,89.76311,6.922707,77.94393,brinjal
125,53,86,24.3211,90.04019,7.372032,70.28133,brinjal
134,74,85,23.6678,90.37285,7.245895,91.3366,brinjal
137,75,80,28.80785,86.98801,6.55211,97.48272,brinjal
148,79,61,21.59458,86.09275,6.711197,77.3995,brinjal
128,67,54,21.71961,91.36343,6.638218,95.02893,brinjal
117,61,88,28.59505,91.02947,6.506565,85.15384,brinjal
133,73,99,29.4066,90.34808,7.407293,89.41861,brinjal
135,73,80,22.54356,88.51058,6.712794,96.48698,brinjal
129,78,81,25.45504,90.04422,6.872409,83.97628,brinjal
142,61,55,23.85688,85.88745,6.578405,88.52971,brinjal
119,55,71,29.38663,88.27191,7.335913,95.17724,brinjal
115,68,94,28.15769,91.10383,7.322897,73.58733,brinjal
122,59,88,20.08318,86.23532,7.374243,72.8235,brinjal
140,69,66,28.07557,90.89513,6.903815,95.02419,brinjal
105,57,56,21.62043,88.32677,6.764957,83.15073,brinjal
112,53,86,20.49371,87.12846,7.159585,95.33794,brinjal
123,50,61,22.37257,85.09787,6.678311,92.53976,brinjal
144,61,77,22.79908,87.73771,6.751251,83.06366,brinjal
132,64,98,29.18399,90.97973,7.465871,74.32197,brinjal
129,80,76,23.23206,85.84134,6.906023,80.53552,brinjal
138,65,50,20.52428,85.43355,7.21242,88.30051,brinjal
100,53,73,22.31383,88.46872,7.334581,72.09932,brinjal
113,66,78,25.57941,87.17326,6.901075,81.45954,brinjal
120,74,60,24.65689,88.60259,7.459724,90.13065,brinjal
107,55,63,27.95767,87.77901,7.416782,84.18051,brinjal
143,74,68,27.6201,89.93483,6.944954,97.10193,brinjal
115,56,62,26.79223,90.79829,6.956191,73.50554,brinjal
150,52,65,21.13519,87.13007,6.534075,86.98154,brinjal
139,54,95,26.42216,85.55728,7.40704,82.21217,brinjal
135,80,84,20.39732,89.30894,6.657077,81.17824,brinjal
139,51,89,29.03105,86.82517,7.107306,78.50794,brinjal
119,68,90,20.10548,90.16774,7.431629,98.14705,brinjal
110,69,60,28.10398,88.72898,6.79476,89.85903,brinjal
122,80,83,26.46645,90.51968,6.683416,81.41302,brinjal
150,67,100,21.38953,85.46944,6.914572,83.01867,brinjal
147,61,80,22.83702,91.73165,6.534131,96.26878,brinjal
105,77,56,28.8116,87.07723,7.479526,87.59632,brinjal
130,71,90,20.35782,87.86647,7.389479,97.97637,brinjal
120,80,100,23.5704,86.62574,6.534028,77.1717,brinjal
114,73,51,23.03676,86.41065,6.627834,96.41004,brinjal
150,72,81,25.84127,88.03653,7.148049,82.13804,brinjal
127,68,74,24.40269,90.9568,6.872846,92.08173,brinjal
103,55,99,27.1882,91.64911,6.775911,82.41394,brinjal
109,75,86,28.00496,86.71817,6.919089,87.57011,brinjal
145,69,77,27.78388,89.09506,6.648435,93.28545,brinjal
142,76,69,22.59636,87.70977,6.642431,84.76762,brinjal
106,54,66,24.35995,86.04136,6.886187,76.6095,brinjal
148,78,54,28.41325,85.71293,7.034484,94.49869,brinjal
126,67,57,22.81908,88.77442,7.408651,96.3439,brinjal
100,59,62,22.89057,86.20378,6.528435,79.97725,brinjal
137,57,84,28.94117,88.77427,7.300688,91.2103,brinjal
122,79,54,28.4168,89.39587,6.578641,81.70751,brinjal
127,74,100,25.25405,85.74368,7.114692,95.06955,brinjal
104,65,71,24.4552,86.20682,7.389013,76.6468,brinjal
137,58,79,26.31062,87.82978,6.776714,99.536,brinjal
107,60,83,26.77774,87.34897,6.646281,96.25293,brinjal
130,55,68,26.48821,88.74768,6.845336,76.32439,brinjal
141,58,92,20.7109,85.74862,7.008274,75.85614,brinjal
133,75,98,29.48602,91.00256,7.313544,94.0816,brinjal
129,61,64,21.71742,91.64757,7.240309,97.87139,brinjal
142,65,58,25.59519,86.65421,6.656397,84.15545,brinjal
121,58,91,29.15251,86.74386,6.555468,94.94202,brinjal
143,72,100,27.92557,86.63364,6.660617,90.59805,brinjal
102,52,67,27.14874,88.18945,6.825212,82.719,brinjal
147,53,82,25.50774,89.4755,7.407115,79.3075,brinjal
150,66,69,22.62876,85.57947,7.200616,73.00324,brinjal
139,77,98,26.2712,91.36896,7.15315,76.31298,brinjal
133,80,91,26.88791,87.69127,6.643816,83.26152,brinjal
142,75,66,24.53534,91.16246,7.306783,79.30582,brinjal
106,69,55,21.17057,91.70169,7.340047,71.57445,brinjal
119,67,52,21.86993,85.68901,7.21594,94.46282,brinjal
107,68,100,26.20923,89.36575,7.156224,81.90765,brinjal
125,59,59,21.07126,85.09157,6.897719,71.35233,brinjal
107,54,77,27.73263,88.05529,6.933653,81.46466,brinjal
141,76,88,24.49189,85.88015,6.821199,89.53881,brinjal
114,79,84,20.40539,90.49278,6.856051,73.39855,brinjal
137,74,59,21.01303,88.03859,6.535963,82.35234,brinjal
147,50,87,29.38007,86.63776,7.361646,95.08879,brinjal
119,69,89,22.9393,86.16222,6.633779,87.4578,brinjal
136,66,81,25.81248,90.5468,7.141019,91.51289,brinjal
130,66,65,27.82944,86.0636,6.990426,70.3365,brinjal
138,66,70,24.01352,89.23826,6.963959,94.15645,brinjal
143,55,98,23.97239,89.7522,7.274367,88.03982,brinjal
135,74,81,29.65458,89.57494,7.477048,75.40942,brinjal
139,79,67,21.20578,88.10654,7.452615,85.19173,brinjal
108,50,66,26.59785,87.57604,7.437341,90.36368,brinjal
119,77,76,23.23475,89.1647,6.698327,75.40465,brinjal
149,68,76,27.43171,88.80368,7.45672,75.84652,brinjal
137,60,62,26.15791,90.56429,6.904538,82.36535,brinjal
108,56,75,21.87464,89.67113,6.682602,95.69583,brinjal
135,75,90,28.73608,88.23388,6.65734,81.52892,brinjal
108,57,84,23.30684,88.3962,7.033707,85.25814,brinjal
125,65,100,24.36864,91.03922,7.055955,97.91445,brinjal
128,52,85,22.57103,88.55132,7.425462,93.91012,brinjal
137,71,50,25.79443,88.29456,6.958155,77.37511,brinjal
114,69,62,21.22356,85.3499,6.932358,74.3874,brinjal
112,50,66,23.93106,90.03186,6.699951,92.75197,brinjal
123,56,59,26.65979,89.39075,7.437242,70.92393,brinjal
122,57,69,22.45533,90.56125,6.920903,80.9961,brinjal
105,79,83,23.84927,85.04076,7.136567,99.43862,brinjal
100,55,88,21.71857,86.06454,6.550487,90.50406,brinjal
102,71,54,21.43296,88.76985,6.980604,75.53821,brinjal
128,71,80,20.85466,89.615,7.151582,89.62012,brinjal
140,59,59,22.92602,88.14591,6.643481,71.87614,brinjal
133,76,77,27.14006,90.77466,6.900599,96.68935,brinjal
114,72,63,28.11121,90.89577,6.924329,71.4645,brinjal
148,50,56,28.2729,86.30626,6.522855,70.98722,brinjal
140,62,50,20.46042,87.60465,7.165355,78.37116,brinjal
137,80,64,22.25171,88.80287,6.684038,74.00994,brinjal
142,66,69,24.74387,86.96551,6.677945,89.77645,brinjal
111,77,61,23.37462,88.59843,7.499182,73.06396,brinjal
100,80,60,25.6369,90.83891,6.746259,95.81161,brinjal
117,80,100,26.76978,86.19991,6.919098,84.25779,brinjal
100,79,66,21.97017,85.14478,7.114809,89.77191,brinjal
131,68,63,24.29652,91.75337,7.024006,98.87747,brinjal
129,77,81,29.8266,89.44885,6.913455,77.19016,brinjal
108,58,52,24.12578,85.02045,7.492088,94.57217,brinjal
145,53,58,28.9167,85.01466,7.216845,95.80975,brinjal
101,63,94,29.39974,90.5378,6.523025,94.59782,brinjal
146,70,90,21.72304,90.91732,6.949867,81.05736,brinjal
136,55,59,28.4239,87.24401,7.075351,75.65165,brinjal
126,50,52,24.61518,89.44853,6.559665,71.5726,brinjal
141,54,73,21.85856,90.06188,6.701813,75.95776,brinjal
115,63,54,25.78314,91.56377,6.93636,78.52253,brinjal
106,80,53,22.23536,88.51994,7.391359,83.34681,brinjal
148,72,72,24.78472,90.35274,6.943445,86.57045,brinjal
109,68,54,20.81141,90.80639,7.189435,80.69213,brinjal
131,69,75,26.38799,88.88701,7.302915,73.71826,brinjal
144,65,99,24.42607,91.17927,7.30766,71.16461,brinjal
119,80,84,25.97503,85.01818,6.916958,76.88356,brinjal
144,72,66,20.15884,90.31928,7.301269,81.45791,brinjal
109,54,79,22.75394,89.71772,6.841127,75.02934,brinjal
115,67,52,20.71275,87.96034,7.433563,96.88987,brinjal
128,78,61,25.05985,91.96786,6.851735,93.42758,brinjal
114,53,89,27.98259,90.71575,7.053973,98.58157,brinjal
120,60,87,29.50979,91.1929,6.952636,71.29681,brinjal
114,80,91,28.7826,89.40732,6.788448,88.8621,brinjal
101,63,90,22.30729,90.28216,6.995798,91.74618,brinjal
111,70,65,22.71314,91.28513,6.791102,91.09249,brinjal
146,68,57,27.33228,87.8822,7.45618,83.76838,brinjal
144,55,83,21.11404,85.95256,7.473361,80.50131,brinjal
115,70,96,25.93739,87.92712,7.200926,97.83578,brinjal
128,64,59,29.3091,89.95491,7.387827,71.09135,brinjal
114,56,58,25.84,87.49686,6.751127,79.00582,brinjal
105,67,68,28.58951,85.05362,7.226828,94.68856,brinjal
118,75,66,27.42297,89.39376,6.966131,79.50986,brinjal
103,50,76,21.66836,87.07116,6.748142,71.89911,brinjal
145,64,84,22.37062,91.97936,6.765134,75.96838,brinjal
122,78,78,21.31409,89.14906,7.338851,86.56934,brinjal
119,80,99,22.60286,86.21241,7.283213,93.56185,brinjal
135,59,68,21.51264,90.94711,7.2105,79.91256,brinjal
146,62,56,24.97055,91.30892,7.007797,97.53607,brinjal
114,67,78,28.8971,85.22633,7.359449,82.48143,brinjal
143,77,61,25.54867,91.31067,6.903554,82.53285,brinjal
143,56,76,27.54462,91.01231,7.210354,84.12053,brinjal
134,58,56,20.75941,90.19177,6.798839,81.99514,brinjal
137,72,53,21.20823,86.00527,6.916801,97.34666,brinjal
117,70,97,21.94446,89.8927,6.639321,77.31657,brinjal
137,66,71,20.9016,90.94146,6.594811,99.67514,brinjal
128,78,81,27.75374,90.64684,7.041242,77.21727,brinjal
127,51,64,22.75974,88.04851,7.047387,96.92334,brinjal
138,74,56,23.35319,85.64956,6.653435,79.58961,brinjal
125,55,59,24.0047,87.46226,7.435987,75.51125,brinjal
113,62,82,20.28118,88.16589,6.521055,74.23526,brinjal
147,71,76,24.82076,88.76945,6.712722,84.55279,brinjal
101,52,100,20.9592,86.99855,7.378735,87.99583,brinjal
134,61,96,23.4985,86.93089,7.280433,83.90551,brinjal
101,74,85,23.94083,87.90166,7.384441,75.0239,brinjal
106,58,77,20.94803,88.62436,7.122574,72.14778,brinjal
150,60,64,20.59577,87.25748,6.636772,89.26592,brinjal
101,60,57,29.32207,90.14596,7.403396,90.22224,brinjal
140,69,53,22.28146,91.3034,7.428928,74.0464,brinjal
125,67,79,20.65758,85.1085,6.560698,81.50368,brinjal
131,52,99,21.95877,90.69432,6.577928,95.02847,brinjal
138,67,99,24.18579,86.6219,6.976771,78.32721,brinjal
100,51,63,25.15209,91.87661,7.169881,99.30353,brinjal
146,76,60,22.98508,91.78023,6.975807,98.44371,brinjal
130,67,65,21.59611,88.27723,7.008688,91.91272,brinjal
139,75,67,29.08776,91.80961,7.126194,76.75285,brinjal
103,66,58,26.24535,88.49576,7.366618,92.7908,brinjal
108,73,59,28.29396,90.6532,6.914523,90.44702,brinjal
138,56,78,28.55108,86.36757,7.254217,70.4835,brinjal
130,79,74,29.82739,85.96683,7.112373,71.11111,brinjal
131,65,89,23.03066,88.87417,7.287918,90.28889,brinjal
101,50,80,28.40015,88.26157,7.080579,78.51863,brinjal
150,57,63,29.85474,85.91524,7.358867,73.16006,brinjal
111,55,98,25.81745,89.15439,6.533846,95.97073,brinjal
106,58,58,28.90601,89.9852,6.900433,88.74858,brinjal
121,55,95,27.82336,86.19212,7.158591,99.38347,brinjal
135,69,52,28.19377,88.93027,7.114065,74.56096,brinjal
116,67,69,27.34747,86.58668,7.450502,99.39524,brinjal
131,69,54,24.32209,87.21901,6.858081,99.89158,brinjal
135,56,60,24.89191,88.38882,7.379896,79.60877,brinjal
101,66,61,28.40612,91.01592,6.605267,90.3307,brinjal
114,80,76,20.1307,85.58876,6.541175,84.04158,brinjal
111,80,74,22.01277,89.04951,7.16741,83.81076,brinjal
113,56,98,28.1717,86.91061,7.194986,76.17148,brinjal
131,57,66,27.3801,87.21937,6.815574,83.93401,brinjal
126,70,96,28.11213,87.64573,7.047184,84.56313,brinjal
134,69,93,29.47597,87.69015,6.867509,73.12513,brinjal
108,60,55,26.0878,86.19812,6.797907,74.04619,brinjal
115,77,55,28.66407,88.36513,7.323107,83.86851,brinjal
110,61,57,29.2186,85.51808,7.139428,71.56693,brinjal
144,63,80,25.85772,89.93111,6.675195,94.4049,brinjal
123,71,95,29.69045,88.9706,7.378616,85.57526,brinjal
136,73,75,29.35358,90.22223,7.089444,71.10152,brinjal
120,78,58,20.61879,86.97155,6.973235,79.10121,brinjal
106,57,54,29.83638,89.19399,6.649556,84.27452,brinjal
119,63,65,29.5395,87.01139,6.625859,96.05083,brinjal
100,59,68,25.46871,90.6107,7.22294,98.89348,brinjal
108,69,51,20.50491,87.27343,6.683524,75.30037,brinjal
108,74,52,26.28355,87.30141,7.31329,96.49275,brinjal
117,57,75,29.93707,86.85939,7.276317,82.76213,brinjal
132,72,85,20.02267,87.64593,6.74423,72.17771,brinjal
135,68,87,25.10749,85.80503,6.677534,75.86716,brinjal
149,73,62,24.14044,87.32072,7.288266,96.84429,brinjal
128,64,87,25.73425,91.99746,6.787135,86.49934,brinjal
117,63,62,23.4113,89.88112,7.446501,76.12342,brinjal
104,67,58,24.71845,91.259,6.545402,92.15781,brinjal
102,62,59,21.413,86.92826,7.351238,74.87965,brinjal
128,50,67,22.12594,85.99043,7.222853,86.358,brinjal
145,76,50,22.05791,88.4688,7.462386,83.73752,brinjal
132,79,54,20.01232,87.49581,7.088647,82.22292,brinjal
106,64,64,20.80918,86.62165,7.058648,95.78311,brinjal
108,72,83,25.27332,90.82728,6.928502,85.82198,brinjal
107,63,78,20.94044,87.07466,6.51936,92.36527,brinjal
112,73,93,26.23918,87.4202,7.264917,83.44286,brinjal
